title,genre,release_year
Kunguma Poovum Konjum Puravum,romance,2009
Kurbaan,"thriller, romance",2009
Kurradu,romance,2009
Laid to Rest,horror,2009
Land of the Lost,adventure,2009
Law Abiding Citizen,thriller,2009
Lesbian Vampire Killers,comedy,2009
"Leslie, My Name Is Evil",drama,2009
Let's Dance,romance,2009
Life Partner,"comedy, romance",2009
Little Zizou,comedy,2009
London Dreams,"musical, social, drama, romance",2009
London River,drama,2009
Look for a Star,romance,2009
Lost Song,drama,2009
Loudspeaker,comedy,2009
Love Aaj Kal,romance,2009
Love Guru,romance,2009
Love Happens,romance,2009
Love Khichdi,comedy,2009
Love N' Dancing,"dance, romance",2009
Luck by Chance,drama,2009
Lucky Country,drama,2009
Lymelife,drama,2009
Maasilamani,action,2009
Madea Goes to Jail,"comedy, drama",2009
Madhya Venal (മദ്ധ്യവേനൽ),drama,2009
Madurai Sambavam,action,2009
Main Aurr Mrs Khanna,"drama, romance",2009
Makante Achan (മകന്റെ അച്ഛൻ),"comedy, drama",2009
Malai Malai,action,2009
Malayali (മലയാളി),drama,2009
Maleyali Jotheyali,romance,2009
Management,comedy,2009
Manasaare,romance,2009
Manorama,thriller,2009
Mariyadhai,action,2009
Maska,romance,2009
Mathiya Chennai,action,2009
Me and Orson Welles,"biography, drama",2009
Mi Shivajiraje Bhosale Boltoy,"fantasy,drama,comedy",2009
Miss March,comedy,2009
Modhi Vilayadu,action,2009
Mommo,drama,2009
Moonar,thriller,2009
Mooru Guttu Ondu Sullu Ondu Nija,comedy,2009
Moss & Cat,"comedy, romance",2009
Motherhood,comedy,2009
My Big Father,comedy,2009
My Bloody Valentine 3D,horror,2009
My Last Five Girlfriends,comedy,2009
My One and Only,comedy,2009
My Sister's Keeper,drama,2009
Nammal Thammil (നമ്മൾ തമ്മിൽ),"comedy, romance",2009
Nativity!,comedy,2009
Neelathaamara (നീലത്താമര),drama,2009
Nefes: Vatan Sağolsun,drama,2009
New York,"action thriller, romance",2009
Newsmakers,"action, thriller",2009
Newtonin Moondram Vidhi,action,2009
Next Day Air,"comedy, crime",2009
Night at the Museum: Battle of the Smithsonian,"adventure, family",2009
Nine,musical,2009
Ninja Assassin,"action, martial arts",2009
Ninnu Kalisaka,romance,2009
Not Easily Broken,drama,2009
Not Forgotten,thriller,2009
Nowhere Boy,drama,2009
Obsessed,thriller,2009
Odipolama,romance,2009
Offside,romance,2009
Old Dogs,"comedy, family",2009
Opie Gets Laid,comedy,2009
Orkkuka Vallappozhum (ഓർക്കുക വല്ലപ്പോഴും),drama,2009
Orphan,horror,2009
Oru Pennum Randaanum (ഒരു പെണ്ണും രണ്ടാണും),drama,2009
Oy!,drama,2009
Paa,"drama, family",2009
Paleri Manikyam: Oru Pathira Kolapathakathinte Katha (പാലേരിമാണിക്യം ഒരു പാതിരാക്കൊലപാതകത്തിന്റെ കഥ),thriller,2009
Pandora'nın Kutusu,drama,2009
Pandorum,"horror, science fiction",2009
Parayan Marannathu (പറയാൻ മറന്നതു്),drama,2009
Passenger,"suspense, thriller",2009
Patham Nilayile Theevandi (പത്താം നിലയിലെ തീവണ്ടി),drama,2009
Pattalam,drama,2009
Paul Blart: Mall Cop,comedy,2009
Paying Guests,comedy,2009
Pazhassi Raja (പഴശ്ശിരാജാ),action,2009
Permanent Residence,drama,2009
Perumal,action,2009
Phir Kabhi,drama,2009
Poker King,thriller,2009
Polytechnique,drama,2009
Pravarakhyudu,romance,2009
Prayanam,romance,2009
Precious,drama,2009
Prey,horror,2009
Puthiya Mukham (പുതിയ മുഖം),"action, thriller",2009
Quick Gun Murugun,comedy,2009
Raam,romance,2009
Raat Gayi Baat Gayi?,drama,2009
Raaz – The Mystery Continues,horror,2009
Radio,musical,2009
Rahasya Police (രഹസ്യപ്പോലീസ്‌),"action, thriller",2009
Recep İvedik 2,comedy,2009
Red Chillies,"crime, thriller",2009
Ritu (ഋതു),drama,2009
Rocket Singh: Salesman of the Year,comedy,2009
Sagar alias Jacky Reloaded,"action, thriller",2009
Saikin-rettou,comedy,2009
Samaantar,drama,2009
Samastha Keralam PO (സമസ്ത കേരളം പി. ഓ),"comedy, family",2009
Samson and Delilah,drama,2009
Sankham,action,2009
Sasirekha Parinayam,romance,2009
Satrumun Kidaitha Thagaval,thriller,2009
Savaari,drama,2009
Saw VI,horror,2009
Seetha Kalyanam (സീതാ കല്യാണം),romance,2009
Shortkut,comedy,2009
Shorts,"comedy, family",2009
Shrink,drama,2009
Sirithal Rasipen,comedy,2009
Snow Prince,drama,2009
Sobar Upore Tumi,"drama, romance",2009
Solla Solla Inikkum,romance,2009
Sorority Row,horror,2009
Spread,comedy,2009
St. Trinian's II: The Legend of Fritton's Gold,comedy,2009
Star Trek,"action, science fiction",2009
Stone Bros.,comedy,2009
Street Fighter: The Legend of Chun-Li,"action, crime",2009
Subdivision,comedy,2009
Surrogates,"action, science fiction",2009
TN 07 AL 4777,thriller,2009
Taking Woodstock,"comedy, musical",2009
Tale in the Darkness,drama,2009
Telstar,drama,2009
Tennessee,drama,2009
Tenshi no Koi,romance,2009
Teree Sang,drama,2009
The Blind Side,drama,2009
The Boondock Saints II: All Saints Day,action,2009
The Boys Are Back,drama,2009
The Brothers Bloom,"comedy, crime",2009
The Chaos Experiment,drama,2009
The Damned United,drama,2009
The Final Destination,horror,2009
"The Goods: Live Hard, Sell Hard",comedy,2009
The Hangover,comedy,2009
The Haunting in Connecticut,horror,2009
The Hole,"fantasy, thriller",2009
The Imaginarium of Doctor Parnassus,"adventure, comedy",2009
The Informers,drama,2009
The International,"action, thriller",2009
The Invention of Lying,"comedy, science fiction",2009
The Lightkeepers,comedy,2009
The Lovely Bones,drama,2009
The Maiden Heist,"comedy, crime",2009
The Men Who Stare at Goats,comedy,2009
The Messenger,drama,2009
The Pink Panther 2,comedy,2009
The Priest,drama,2009
The Private Lives of Pippa Lee,drama,2009
The Road,"drama, science fiction",2009
The Slammin' Salmon,comedy,2009
The Soloist,"bio-pic, drama",2009
The Stoneman Murders,"crime, drama, mystery",2009
The Taking of Pelham 123,"action, crime",2009
The Unborn,horror,2009
The Vampires of Bloody Island,comedy,2009
The Wild Hunt,drama,2009
The Young Victoria,"drama, romance",2009
Thoranai,action,2009
"Three – Love, Lies and Betrayal",thriller,2009
Tomboys,horror,2009
Trailer Park Boys: Countdown to Liquor Day,comedy,2009
Triangle,horror,2009
Trick 'r Treat,horror,2009
Tum Mile,romance,2009
Underworld: Rise of the Lycans,horror,2009
Utharaswayamvaram (ഉത്തരാസ്വയംവരം),"romance, comedy",2009
Vaada Raha,romance,2009
Vairam: Fight For Justice (വൈരം),drama,2009
Vampire Girl vs. Frankenstein Girl,horror,2009
Van Diemen's Land,thriller,2009
Vedigundu Murugesan,drama,2009
Veera Madakari,action,2009
Vellathooval (വെള്ളത്തൂവൽ),romance,2009
Venkata in Sankata,comedy,2009
Vilapangalkappuram (വിലാപങ്ങൾക്കപ്പുറം),drama,2009
Villagelo Vinayakudu,comedy,2009
Wah Do Dem,comedy,2009
Walled In,"horror, thriller",2009
Whatever Works,"comedy, romance",2009
Whiteout,thriller,2009
Winter,horror,2009
Written By,drama,2009
Yatterman,action,2009
Year One,"adventure, comedy",2009
Yogi,action,2009
127 Hours,"biography, drama",2010
3 Char Sau Beas ( 3 ചാർ സൗ ബീസ് ),comedy,2010
332 Mumbai To India,thriller,2010
4.3.2.1,drama,2010
7 Days (Les 7 jours du Talion),thriller,2010
A Flat,thriller,2010
A Life Begins,drama,2010
A Little Help,comedy,2010
A Shine of Rainbows,drama,2010
A Step into the Darkness,drama,2010
Aagathan ( ആഗതൻ),"romance, thriller",2010
Aaghaat,drama,2010
Aashayein,drama,2010
Abohoman,drama,2010
Action Replayy,comedy,2010
Ada... A Way of Life,drama,2010
Ada: Zombilerin Düğünü,horror,2010
Adhurs,"comedy, action",2010
Adventure of the King,comedy,2010
Adventures of Power,comedy,2010
Advocate Lakshmanan - Ladies Only ( അഡ്വക്കേറ്റ്‌ ലക്ഷ്മണൻ - ലേഡീസ്‌ ഒൺലി ),comedy,2010
Again Kasargod Khader Bhai,comedy,2010
Aisha,romance,2010
"All's Well, Ends Well 2010",comedy,2010
Allah Ke Banday,thriller,2010
Alpha and Omega,"animated, comedy, drama, family",2010
Altitude,horror,2010
Amanush,romance,2010
Ang Tanging Ina Mo (Last na 'To!),comedy,2010
Anjaana Anjaani,romance,2010
Annarakannanum Thannalayathu ( അണ്ണാറക്കണ്ണനും തന്നാലായതു്),"romance, drama",2010
Another Year,drama,2010
Antardwand,crime,2010
Anwar ( അന്‍വര്‍ ),action,2010
Apartment,thriller,2010
Apoorvaragam ( അപൂർവരാഗം ),"romance, thriller",2010
Aptharakshaka,"horror, drama",2010
Arekti Premer Golpo,romance,2010
Atithi Tum Kab Jaoge?,comedy,2010
Autograph (2010 film),drama,2010
Avan ( അവൻ ),"action, musical",2010
Ay Lav Yu,comedy,2010
"Babe, I Love You",romance,2010
Barry Munday,comedy,2010
Basement,horror,2010
Beneath Hill 60,drama,2010
Best Actor,"comedy, family",2010
Betting Bangarraju,comedy,2010
Big Money Rustlas,"comedy, western",2010
Black Dogs Barking,drama,2010
Black Stallion,action,2010
Blame,"drama, thriller",2010
Bolo Na Tumi Aamar,romance,2010
Brahmasthram ( ബ്രഹ്മാസ്ത്രം ),action,2010
Bran Nue Dae,"comedy, musical",2010
Break Ke Baad,romance,2010
Buddha Mountain,romance,2010
Buried,thriller,2010
Burke and Hare,comedy,2010
Burlesque,musical,2010
Canvas,drama,2010
Case 39,"horror, mystery",2010
Casino Jack,"political drama, thriller",2010
Cell 213,drama,2010
Cemetery Junction,comedy,2010
Centurion,drama,2010
Chal Dhar Pakad,comedy,2010
Chance Pe Dance,"comedy, romance",2010
Chase,action,2010
Chatroom,thriller,2010
Chaverpada (ചാവേർപ്പട),action,2010
Chekavar ( ചേകവർ ),"action, family",2010
Cheriya Kallanum Valiya Policum ( ചെറിയ കള്ളനും വലിയ പോലീസും ),comedy,2010
Cinco,horror,2010
College Days,"campus, romance",2010
Confessions,thriller,2010
Conviction,"biography, drama",2010
Cop Out,"buddy cop, comedy",2010
Coriolanus,drama,2010
Country Strong,"dramedy, musical",2010
Crazy Kutumba,comedy,2010
Crossing Hennessy,romance,2010
Cyrus,comedy,2010
Dabangg,action,2010
Dalaw,"horror, suspense",2010
Dark World,horror,2010
Darkening Sky,thriller,2010
Daybreakers,horror,2010
Daydream Nation,drama,2010
Deadly-2,action,2010
Dersimiz: Atatürk,drama,2010
Devil,"horror, thriller",2010
Devil's Playground,horror,2010
Diary of a Wimpy Kid,"comedy, family",2010
Dinner for Schmucks,comedy,2010
Dirty Girl,drama,2010
Do Dooni Chaar,comedy,2010
Dog Pound,"drama, thriller",2010
Dragon Trap,thriller,2010
Driverless,romance,2010
Drona 2010,thriller,2010
Dubshatar,drama,2010
Due Date,"comedy, road",2010
Dui Prithibi (2010 film),romance,2010
Durbeen,drama,2010
Easy A,"comedy, teen",2010
Echoes of the Rainbow,drama,2010
Ek Second... Jo Zindagi Badal De?,thriller,2010
Ek Tukro Chand,drama,2010
Ekti Tarar Khonje,drama,2010
Eno Onthara,romance,2010
Evolusi KL Drift 2,action,2010
Extraordinary Measures,drama,2010
Eyvah Eyvah,comedy,2010
Eşrefpaşalılar,drama,2010
"Faith, Fraud & Minimum Wage",drama,2010
Five Minarets in New York,action,2010
For Colored Girls,drama,2010
Four Friends,drama,2010
Frankie and Alice,drama,2010
From Paris with Love,action,2010
Frozen,horror,2010
Furry Vengeance,"comedy, family",2010
Game of Death,action,2010
Gandedhe,action,2010
Gandu (film),drama,2010
Get Him to the Greek,comedy,2010
Get Low,drama,2010
Ghar Sansar,drama,2010
Girl$,drama,2010
Gohine Shobdo,"drama, romance",2010
Golmaal 3,comedy,2010
Good Neighbours,drama,2010
Gorosthane Sabdhan,thriller,2010
Gothic & Lolita Psycho,action,2010
GravyTrain,comedy,2010
Green Zone,"action, spy film",2010
Greenberg,comedy,2010
Grown Up Movie Star,drama,2010
Grown Ups,comedy,2010
Gunless,"western, comedy",2010
Guzaarish,romance,2010
Haapus,drama,2010
Hanamizuki,romance,2010
Hating Kapatid,"drama, comedy",2010
Hayde Bre,drama,2010
Haze,drama,2010
Heartbeats (Les Amours imaginaires),drama,2010
Heaven's Story,drama,2010
Hello Darling,comedy,2010
Help,horror,2010
Here Comes Fortune,comedy,2010
Here Comes the Bride,"comedy, adult comedy",2010
Hereafter,drama,2010
Higanjima: Escape from Vampire Island,horror,2010
Holidays,romance,2010
Holy Rollers,drama,2010
Hot Tub Time Machine,"comedy, science fiction",2010
Housefull,comedy,2010
How Are You?,drama,2010
How I Ended This Summer,drama,2010
Hum Tum Aur Ghost,comedy,2010
Hurricane Season,"drama, sports",2010
Hyenas,horror,2010
I Do (2010 film),drama,2010
I Hate Luv Storys,romance,2010
I'll Be There,drama,2010
Ijjodu,drama,2010
Ik Kudi Punjab Di,"romance, drama",2010
In Ghost House Inn,"horror, comedy",2010
In Your Eyes,"romance, drama",2010
Inganeyum Oral ( ഇങ്ങനെയും ഒരാൾ ),"family, romance",2010
Into the White Night,crime,2010
Ishqiya,"comedy, crime, romance",2010
Isi Life Mein,drama,2010
It's a Wonderful Afterlife,comedy,2010
Jackal,drama,2010
Jackass 3-D,comedy,2010
Jackie,action,2010
Janakan ( ജനകൻ),"suspense, thriller",2010
Jhootha Hi Sahi,romance,2010
Joffa: The Movie,comedy,2010
Jonah Hex,"superhero, western",2010
Josh (2010 film),romance,2010
Just Another Pandora's Box,comedy,2010
Just Math Mathalli,romance,2010
Kaalo,horror,2010
Kadaksham ( കടാക്ഷം ),"drama, action",2010
Kadha Thudarunnu ( കഥ തുടരുന്നു ),drama,2010
Kajraare,romance,2010
Kanasemba Kudureyaneri,drama,2010
Kandahar ( കാണ്ഡഹാർ ),thriller,2010
Kanmazha Peyyum Munpe ( കന്മഴ പെയ്യും മുമ്പേ ),romance,2010
Kanyakumari Express,action,2010
Karayilekku Oru Kadal Dooram ( കരയിലേക്ക്‌ ഒരു കടൽ ദൂരം ),drama,2010
Karthik Calling Karthik,thriller,2010
Kausthubham ( കൗസ്തുഭം ),drama,2010
Keno Mon Take Chay,romance,2010
Khichdi: The Movie,comedy,2010
Khoj: The Search,action,2010
Khuda Kasam,action,2010
Kichha Huchha,action,2010
Kimi ni Todoke,"romance, drama",2010
Knock Out,action,2010
Knucklehead,comedy,2010
Koottukar ( കൂട്ടുകാർ ),"youth, romance",2010
Krishna Nee Late Aagi Baaro,comedy,2010
Kutty Srank ( കുട്ടിസ്രാങ്കു് ),drama,2010
Kyōfu,horror,2010
La Derniere fugue,drama,2010
Lafangey Parindey,romance,2010
Lajja,drama,2010
Lalbaug Parel,drama,2010
Legendary,drama,2010
Let Me In,horror,2010
Let the Bullets Fly,comedy,2010
Letters to God,drama,2010
Life Express,"family, drama",2010
Like Dandelion Dust,drama,2010
Little Fockers,comedy,2010
London Boulevard,crime,2010
Lottery Ticket,comedy,2010
Lou,drama,2010
Love & Loathing & Lulu & Ayano,drama,2010
Love Circus,romance,2010
Lukochuri,comedy,2010
Made in Dagenham,drama,2010
Mahanagar@Kolkata,drama,2010
Malarvaadi Arts Club ( മലർവാടി ആർട്ട്സ്‌ ക്ലബ്ബ്‌ ),"musical, comedy",2010
Mallika,horror,2010
Mar Jawan Gur Khake,comedy,2010
Megamind,"comedy, superhero",2010
Men on the Bridge,drama,2010
Middle Men,"comedy-drama, crime",2010
Milenge Milenge,romance,2010
Minugu[1],romance,2010
Mirch,drama,2010
Mirrors 2,horror,2010
Miss You Like Crazy,romance,2010
Mittal v/s Mittal,romance,2010
Mitti,action,2010
Modala Sala,romance,2010
Moner Manush,drama,2010
Moner Manush (film),drama,2010
Monsters,"science fiction, drama",2010
Mother and Child,drama,2010
Mr. Singh / Mrs. Mehta,drama,2010
Mukhaputa,drama,2010
Mumbai-Pune-Mumbai,romance,2010
My Name Is Khan,drama,2010
My Soul to Take,horror,2010
Na Ghar Ke Na Ghaat Ke,comedy,2010
Nakshatra,romance,2010
Nallavan ( നല്ലവൻ ),"action, romance",2010
Namo Venkatesa,comedy,2010
Nannavanu,romance,2010
Natarang,musical,2010
Nayakan ( നായകൻ ),action,2010
Neds,drama,2010
Neelambari ( നീലാംബരി ),drama,2010
Night Catches Us,drama,2010
Nilavu (നിലാവ്),romance,2010
No Problem,comedy,2010
Nooru Janmaku,romance,2010
Norwegian Wood,drama,2010
Noy,"documentary, drama",2010
Ocean Heaven,drama,2010
Once Upon a Time in Mumbaai,"action, romance, thriller, crime",2010
One Day in the Future,comedy,2010
Oranges and Sunshine,drama,2010
Oridathoru Postman ( ഒരിടത്തൊരു പോസ്റ്റ്മാൻ ),drama,2010
Oru Naal Varum ( ഒരു നാൾ വരും ),"suspense, comedy",2010
Other Angels,drama,2010
Our Family Wedding,comedy,2010
Our Russia. The Balls of Fate,comedy,2010
Paattinte Palazhy ( പാട്ടിന്റെ പാലാഴി ),"musical, romance",2010
Pancharangi,romance,2010
Pappy Appacha ( പാപ്പി അപ്പച്ചാ ),"action, comedy",2010
Paranormal Activity 2,horror,2010
Paranormal Activity: Tokyo Night,horror,2010
Passion Play,drama,2010
Patham Adhyayam ( പത്താമദ്ധ്യായം ),romance,2010
Peepli Live,"political, comedy",2010
Penpattanam ( പെൺപട്ടണം ),"family, thriller",2010
Percy Jackson & the Olympians: The Lightning Thief,"adventure, family",2010
Phoonk 2,horror,2010
Pimp,thriller,2010
Piranha 3-D,horror,2010
Pokkiri Raja ( പോക്കിരിരാജ ),"action, comedy",2010
Police Police,action,2010
Poran Jai Jaliya Re,romance,2010
Pramani ( പ്രമാണി ),drama,2010
Prasthanam,action,2010
Preacher's Kid,drama,2010
Prem Kaa Game,comedy,2010
Premism,romance,2010
Pulliman ( പുള്ളിമാൻ ),"romance, drama",2010
Punyam Aham ( പുണ്യം അഹം ),romance,2010
Rabbit Hole,drama,2010
Railways,drama,2010
Ramona and Beezus,"comedy, family",2010
Rann,drama,2010
Recep İvedik 3,comedy,2010
Red Hill,"thriller, western",2010
Repeaters,drama,2010
Right Yaaa Wrong,action,2010
Ringtone,"action, thriller",2010
Road Train,horror,2010
Road to Sangam,drama,2010
"Road, Movie",drama,2010
Rokkk,thriller,2010
Romantik Komedi,comedy,2010
Rosario (2010 film),"drama, epic",2010
Route Irish,drama,2010
Runway,drama,2010
Sa 'Yo Lamang,drama,2010
Sadiyaan,romance,2010
Sahasram ( സഹസ്രം ),thriller,2010
Saint John of Las Vegas,comedy,2010
Sakudumbam Shyamala ( സകുടുംബം ശ്യാമള ),"family, comedy",2010
Saw VII,horror,2010
Scott Pilgrim vs. the World,"action, romantic comedy",2010
Secret of the Sultan,action,2010
Secretariat,"bio-pic, drama",2010
Seeta Ramula Kalyanam Lankalo,action,2010
Selvi Boylum Al Yazmalım,drama,2010
Senior Mandrake,comedy,2010
Shaapit,horror,2010
"Shahrukh Bola ""Khoobsurat Hai Tu""",thriller,2010
"Shake, Rattle & Roll XII",horror,2010
Shambo Shiva Shambo,drama,2010
Shame,drama,2010
Shank,thriller,2010
Shankar IPS,action,2010
Shikkar ( ശിക്കാർ ),"suspense, thriller",2010
Shourya,action,2010
Shukno Lanka,drama,2010
Shutter Island,"crime thriller, drama",2010
Silent Souls,drama,2010
Simha,action,2010
Skyline,"sci-fi, thriller",2010
Small Town Saturday Night,drama,2010
Sri Harikathe,romance,2010
Step Up 3D,"dance, drama, romance",2010
Stone,thriller,2010
Striker,action,2010
Sufi Paranja Katha (സൂഫി പറഞ്ഞ കഥ ),"romance, drama",2010
Suryakaanti,romance,2010
T D Dasan Std VI B,drama,2010
Takers,"action, crime drama",2010
Tamara Drewe,comedy,2010
Teen Patti,"drama, thriller",2010
Tere Bin Laden,comedy,2010
Thanks Maa,drama,2010
Thanthonni ( താന്തോന്നി ),"action, drama",2010
Thathwamasi ( തത്ത്വമസി ),drama,2010
